<?xml version="1.0" encoding="UTF-8"?>
<testResults version="1.2">

</testResults>
<testResults version="1.2">

</testResults>
1770859701446,849,Get Users,200,OK,api_performance-ThreadStarter 1-1,true,6866,1,1,834,DESKTOP-VGNO04O,755
1770859702324,50,Get Posts,200,OK,api_performance-ThreadStarter 1-1,true,28742,1,1,40,DESKTOP-VGNO04O,0
1770859702377,432,Get Comments,200,OK,api_performance-ThreadStarter 1-1,true,159000,1,1,390,DESKTOP-VGNO04O,0
1770859702811,24,Get Users,200,OK,api_performance-ThreadStarter 1-1,true,6866,1,1,24,DESKTOP-VGNO04O,0
1770859702837,27,Get Posts,200,OK,api_performance-ThreadStarter 1-1,true,28742,1,1,25,DESKTOP-VGNO04O,0
1770859702866,52,Get Comments,200,OK,api_performance-ThreadStarter 1-1,true,158989,1,1,26,DESKTOP-VGNO04O,0
1770859702919,24,Get Users,200,OK,api_performance-ThreadStarter 1-1,true,6866,1,1,24,DESKTOP-VGNO04O,0
1770859702945,28,Get Posts,200,OK,api_performance-ThreadStarter 1-1,true,28742,1,1,26,DESKTOP-VGNO04O,0
1770859702974,50,Get Comments,200,OK,api_performance-ThreadStarter 1-1,true,158989,1,1,27,DESKTOP-VGNO04O,0
1770859703026,34,Get Users,200,OK,api_performance-ThreadStarter 1-1,true,6866,1,1,33,DESKTOP-VGNO04O,0
1770859703061,39,Get Posts,200,OK,api_performance-ThreadStarter 1-1,true,28742,1,1,37,DESKTOP-VGNO04O,0
1770859703102,58,Get Comments,200,OK,api_performance-ThreadStarter 1-1,true,158989,1,1,31,DESKTOP-VGNO04O,0
1770859703161,34,Get Users,200,OK,api_performance-ThreadStarter 1-1,true,6866,1,1,33,DESKTOP-VGNO04O,0
1770859703196,34,Get Posts,200,OK,api_performance-ThreadStarter 1-1,true,28742,1,1,33,DESKTOP-VGNO04O,0
1770859703231,48,Get Comments,200,OK,api_performance-ThreadStarter 1-1,true,158989,1,1,25,DESKTOP-VGNO04O,0
1770859703281,22,Get Users,200,OK,api_performance-ThreadStarter 1-1,true,6866,1,1,22,DESKTOP-VGNO04O,0
1770859703304,26,Get Posts,200,OK,api_performance-ThreadStarter 1-1,true,28742,1,1,25,DESKTOP-VGNO04O,0
1770859703331,54,Get Comments,200,OK,api_performance-ThreadStarter 1-1,true,158989,2,2,36,DESKTOP-VGNO04O,0
1770859703387,26,Get Users,200,OK,api_performance-ThreadStarter 1-1,true,6866,2,2,26,DESKTOP-VGNO04O,0
1770859703415,32,Get Posts,200,OK,api_performance-ThreadStarter 1-1,true,28742,2,2,30,DESKTOP-VGNO04O,0
1770859703360,119,Get Users,200,OK,api_performance-ThreadStarter 1-2,true,6866,2,2,118,DESKTOP-VGNO04O,78
1770859703449,46,Get Comments,200,OK,api_performance-ThreadStarter 1-1,true,158989,2,2,35,DESKTOP-VGNO04O,0
1770859703482,37,Get Posts,200,OK,api_performance-ThreadStarter 1-2,true,28742,2,2,26,DESKTOP-VGNO04O,0
1770859703496,26,Get Users,200,OK,api_performance-ThreadStarter 1-1,true,6866,2,2,26,DESKTOP-VGNO04O,0
1770859703523,39,Get Posts,200,OK,api_performance-ThreadStarter 1-1,true,28742,2,2,34,DESKTOP-VGNO04O,0
1770859703521,61,Get Comments,200,OK,api_performance-ThreadStarter 1-2,true,158989,2,2,24,DESKTOP-VGNO04O,0
1770859703563,56,Get Comments,200,OK,api_performance-ThreadStarter 1-1,true,158989,2,2,29,DESKTOP-VGNO04O,0
1770859703583,36,Get Users,200,OK,api_performance-ThreadStarter 1-2,true,6866,2,2,36,DESKTOP-VGNO04O,0
1770859703620,26,Get Posts,200,OK,api_performance-ThreadStarter 1-2,true,28742,2,2,23,DESKTOP-VGNO04O,0
1770859703620,28,Get Users,200,OK,api_performance-ThreadStarter 1-1,true,6866,2,2,28,DESKTOP-VGNO04O,0
1770859703649,37,Get Posts,200,OK,api_performance-ThreadStarter 1-1,true,28742,2,2,36,DESKTOP-VGNO04O,0
1770859703647,53,Get Comments,200,OK,api_performance-ThreadStarter 1-2,true,158989,2,2,26,DESKTOP-VGNO04O,0
1770859703687,57,Get Comments,200,OK,api_performance-ThreadStarter 1-1,true,158989,2,2,34,DESKTOP-VGNO04O,0
1770859703701,44,Get Users,200,OK,api_performance-ThreadStarter 1-2,true,6866,2,2,43,DESKTOP-VGNO04O,0
1770859703746,24,Get Users,200,OK,api_performance-ThreadStarter 1-1,true,6866,2,2,24,DESKTOP-VGNO04O,0
